timeInSeconds,numberOfActiveIngestionThreads,numberOfRowsIngested,recordsIngestedPerSec,avgRecordsIngestedPerSec,MBIngested,MBIngestedPerSec,avgMBIngestedPerSec,numberOfRowsConsumed,numberOfActiveQueryThreads,recordsConsumedPerSec,avgRecordsConsumedPerSec,MBConsumed,MBConsumedPerSec,avgMBConsumedPerSec,queryAndConsumptionTimeInMs,avgQueryAndConsumptionTimeInMs
13,2,989000.0,84000.0,82107.63107804119,256.8871908187866,21.81521511077881,21.326829537653886,18668.0,2,1635.0,1566.096139839767,4.567777633666992,0.4000968933105469,0.38320021479996297,0.6116207951070336,0.6385304034414603
14,2,1073000.0,84000.0,82258.32138875617,278.70665645599365,21.822267532348633,21.366281520031237,20328.0,2,1610.0,1569.7596795727636,4.973889350891113,0.3939018249511719,0.38409320630123206,0.6211180124223602,0.6370401871146077
15,2,1160000.0,87000.0,82608.05428529282,301.30752086639404,22.598827362060547,21.457190639520046,21962.0,2,1661.0,1576.7868145409734,5.373734474182129,0.4064664840698242,0.38581634845839413,0.6020469596628537,0.6342011429687882
16,2,1250000.0,88000.0,82978.43110317351,324.65998458862305,22.84862995147705,21.552769655315966,23649.0,2,1631.0,1580.6636155606407,5.786770820617676,0.39907073974609375,0.3867641739223314,0.6131207847946045,0.6326456749909518
17,2,1338000.0,89000.0,83365.47114024938,347.50815868377686,23.098974227905273,21.652152903329164,25292.0,2,1683.0,1587.493326214629,6.188594818115234,0.4118328094482422,0.38843720085278466,0.5941770647653001,0.6299239080169841
18,2,1428000.0,91000.0,83826.54910013286,370.89459323883057,23.638962745666504,21.772143834742216,26916.0,2,1649.0,1591.3413413413414,6.5859527587890625,0.4034099578857422,0.3893739349013931,0.6064281382656155,0.6284006919326938
19,2,1514000.0,83000.0,83779.47374416221,393.22859954833984,21.566282272338867,21.760419175760365,28511.0,2,1620.0,1593.0287329251057,6.976162910461426,0.3964557647705078,0.3897909055719721,0.6172839506172839,0.6277350680070964
20,2,1612000.0,95000.0,84384.09311348206,418.68346309661865,24.669116020202637,21.917154645339107,30160.0,2,1595.0,1593.1383451957295,7.37972354888916,0.3902454376220703,0.38981617981853006,0.6269592476489029,0.6276918781194374
21,2,1695000.0,91000.0,84722.36424992331,440.24638080596924,23.634428024291992,22.00495878579073,31755.0,2,1650.0,1596.1335861778339,7.7699384689331055,0.40375518798828125,0.39055043014352747,0.6060606060606061,0.6265139764364213
22,2,1790000.0,91000.0,85027.72643253235,464.9377040863037,23.64319896697998,22.084647480274107,33412.0,2,1599.0,1596.2770216172937,8.175390243530273,0.3912019729614258,0.3905830333670012,0.6253908692933083,0.6264576802507837
23,2,1874000.0,90000.0,85258.37276185174,486.76672554016113,23.387086868286133,22.145063074856722,35043.0,2,1649.0,1598.7895539458634,8.574472427368164,0.4035367965698242,0.3912003495699569,0.6064281382656155,0.6254731884705953
24,2,1962000.0,82000.0,85113.92853976417,509.62546825408936,21.310894012451172,22.108084217581897,36670.0,2,1637.0,1600.527656477438,8.972602844238281,0.4005155563354492,0.39162407622413686,0.6108735491753207,0.6247939521400557
25,2,2053000.0,92000.0,85406.23142881399,533.2655096054077,23.902236938476562,22.18424317508655,38315.0,2,1625.0,1601.592412112774,9.37508487701416,0.39764881134033203,0.39188620357865284,0.6153846153846154,0.62437858248893
26,2,2143000.0,89000.0,85552.5694274778,556.6408042907715,23.113758087158203,22.222092955690496,39980.0,2,1649.0,1603.569046030687,9.782479286193848,0.40351104736328125,0.3923708951974249,0.6064281382656155,0.6236089443577744
27,2,2228000.0,87000.0,85609.20259801236,578.7246627807617,22.59431743621826,22.23665686838037,41617.0,2,1662.0,1605.907780979827,10.183055877685547,0.4066314697265625,0.3929416834830932,0.601684717208183,0.6227007626738448
28,2,2319000.0,91000.0,85812.18465245877,602.3497724533081,23.63557720184326,22.28933102808603,43265.0,2,1641.0,1607.2583128078816,10.586581230163574,0.4014768600463867,0.39327016164516576,0.6093845216331505,0.6221775255609032
29,2,2408000.0,85000.0,85782.7128238624,625.4555168151855,22.064892768859863,22.2811868137299,44845.0,2,1641.0,1608.50874592351,10.972872734069824,0.40157413482666016,0.39357789857006553,0.6093845216331505,0.6216938531010967
30,2,2491000.0,90000.0,85930.38728202255,647.0138912200928,23.37728500366211,22.319568289671217,46480.0,2,1576.0,1607.347055460263,11.373183250427246,0.3856315612792969,0.3932939385468105,0.6345177664974619,0.6221431747443308
31,2,2576000.0,82000.0,85797.41525137018,669.0876531600952,21.293980598449707,22.284870823969158,48123.0,2,1643.0,1608.5771460115925,11.774934768676758,0.40198802947998047,0.3935939002820151,0.6086427267194157,0.6216674173691097
32,2,2663000.0,88000.0,85869.4940768375,691.682897567749,22.865241050720215,22.303863239269607,49723.0,2,1645.0,1609.7918890074704,12.166481971740723,0.4025554656982422,0.39389277853095545,0.60790273556231,0.6211983094389658
33,2,2738000.0,79000.0,85651.81570441727,711.1679468154907,20.52534294128418,22.247506046228683,51340.0,2,1600.0,1609.4758585076167,12.562173843383789,0.3914318084716797,0.39381335140536555,0.625,0.6213202855538622
34,2,2817000.0,79000.0,85447.50906075312,731.6977415084839,20.520853996276855,22.19447293455254,52988.0,2,1615.0,1609.6485742871434,12.965391159057617,0.39516544342041016,0.39385562541784197,0.6191950464396285,0.6212536176990463
35,2,2889000.0,74000.0,85106.3829787234,750.3794431686401,19.205413818359375,22.105401502518653,54591.0,2,1645.0,1610.7203492602473,13.357622146606445,0.4025688171386719,0.3941197896102028,0.60790273556231,0.6208402349043819
36,2,2967000.0,75000.0,84813.93599166618,770.6485261917114,19.48474884033203,22.029568043921902,56260.0,2,1607.0,1610.6108757062145,13.765963554382324,0.39319419860839844,0.39409255352846423,0.6222775357809583,0.6208824335434365
37,2,3041000.0,73000.0,84481.691883683,789.8796806335449,18.96492576599121,21.943380905220884,57878.0,2,1667.0,1612.2227303910358,14.162128448486328,0.4078645706176758,0.39448621969268816,0.5998800239952009,0.6202616928477713
38,2,3121000.0,80000.0,84359.10060725422,810.6506052017212,20.774085998535156,21.9113962532518,59496.0,2,1627.0,1612.6333926189416,14.55781078338623,0.39810752868652344,0.39458685633658086,0.6146281499692686,0.6201037412328319
39,2,3198000.0,76000.0,84136.53549177272,830.6342372894287,19.732423782348633,21.85338005241834,61084.0,2,1611.0,1612.5892277741725,14.946354866027832,0.39422035217285156,0.3945769465333219,0.6207324643078833,0.6201207243460765
40,2,3274000.0,81000.0,84055.18958452201,850.3927431106567,21.041510581970215,21.8323242541288,62748.0,2,1583.0,1611.8102358887952,15.3534517288208,0.3873472213745117,0.3943866104665883,0.6317119393556538,0.6204204302304689
41,2,3351000.0,74000.0,83801.00106173214,870.4105577468872,19.238941192626953,21.766765250602287,64387.0,2,1668.0,1613.2515903960598,15.754579544067383,0.408111572265625,0.3947386770015523,0.5995203836930456,0.6198661175684915
42,2,3432000.0,80000.0,83707.28339661719,891.4574012756348,20.79545307159424,21.74281653076876,66027.0,2,1640.0,1613.920568227291,16.15580463409424,0.4012432098388672,0.3949013553938421,0.6097560975609756,0.6196091800839907
43,2,3501000.0,73000.0,83449.63665238942,909.3867540359497,18.97098445892334,21.676118612874603,67651.0,2,1638.0,1614.508100722233,16.553425788879395,0.4008445739746094,0.3950463685350867,0.6105006105006106,0.6193836993153894
44,2,3576000.0,73000.0,83204.09793693313,928.8642139434814,18.959233283996582,21.612279021519793,69276.0,2,1616.0,1614.5436356707316,16.9508113861084,0.3954143524169922,0.3950551333950787,0.6188118811881188,0.619370067123995
45,2,3655000.0,76000.0,83038.7070113412,949.398265838623,19.742568969726562,21.569354414058633,70929.0,2,1638.0,1615.0893355667224,17.355295181274414,0.4007692337036133,0.39518806891314434,0.6105006105006106,0.6191607968540686
46,2,3734000.0,79000.0,82948.06768705956,969.9029407501221,20.523956298828125,21.54589290063275,72608.0,2,1653.0,1615.9512550018187,17.766103744506836,0.4044322967529297,0.3953982414267808,0.6049606775559588,0.618830547582869
47,2,3827000.0,88000.0,83058.95781201984,994.0591163635254,22.844249725341797,21.574391887083188,74246.0,2,1677.0,1617.3083763115774,18.166898727416992,0.41037654876708984,0.3957312110902236,0.5963029218843172,0.6183112723873929
48,2,3923000.0,96000.0,83336.91309764165,1018.9981079101562,24.942862510681152,21.64674187255503,75864.0,2,1639.0,1617.7800974251913,18.562807083129883,0.40102481842041016,0.395846329551649,0.6101281269066504,0.6181309818260028
49,2,4009000.0,85000.0,83371.88275369022,1041.316288948059,22.055655479431152,21.65534008120291,77489.0,2,1606.0,1617.5293717010045,18.960455894470215,0.3930320739746094,0.39578643138254804,0.6226650062266501,0.6182267954419853
50,2,4102000.0,95000.0,83611.35137361506,1065.4735565185547,24.6732234954834,21.71749015769454,79145.0,2,1633.0,1617.851783927976,19.365612030029297,0.3995637893676758,0.395865152580971,0.612369871402327,0.618103592636962
51,2,4192000.0,89000.0,83720.08555631785,1088.8651266098022,23.122687339782715,21.745844755985193,80778.0,2,1657.0,1618.6509880777396,19.7651424407959,0.4054374694824219,0.3960605697968262,0.6035003017501509,0.6177984058117243
52,2,4276000.0,89000.0,83824.51837493572,1110.6838817596436,23.131117820739746,21.773244436841924,82417.0,2,1637.0,1619.018085787452,20.166266441345215,0.4005413055419922,0.39615021319761773,0.6108735491753207,0.6176583256101328
